keperluan,izin
bertemu dengan orang tua,IB
bertemu dengan keluarga,IB
exit clearance,IB
bertemu dengan orangtua,IB
"ingin berkumpul dengan keluarga,  dalam menyambut hari natal dan tahun baru.",IB
"bertemu dengan orang tua, libur uas.",IB
ada urusan keluarga yang sangat penting.,IB
melakukan pembelajaran jarak jauh (pjj),IB
bertemu dengan orangtua,IB
ada urusan keluarga yang penting,IB
bertemu orang tua,IB
bertemu dengan orangtua,IB
merayakan hari paskah bersama keluarga,IB
libur lebaran,IB
ingin berobat diurut karena baru sakit,IB
"mengambil kartu atm bca, dan periksa mata",IB
bertemu dengan orang tua,IB
bertemu dengan keluarga,IB
exit clearance,IB
bertemu dengan orangtua,IB
"ingin berkumpul dengan keluarga,  dalam menyambut hari natal dan tahun baru.",IB
"bertemu dengan orang tua, libur uas.",IB
ada urusan keluarga yang sangat penting.,IB
melakukan pembelajaran jarak jauh (pjj),IB
bertemu dengan orangtua,IB
ada urusan keluarga yang penting,IB
bertemu orang tua,IB
bertemu dengan orangtua,IB
merayakan hari paskah bersama keluarga,IB
libur lebaran,IB
ingin berobat diurut karena baru sakit,IB
"mengambil kartu atm bca, dan periksa mata",IB
bertemu dengan orang tua,IB
bertemu dengan keluarga,IB
exit clearance,IB
bertemu dengan orangtua,IB
"ingin berkumpul dengan keluarga,  dalam menyambut hari natal dan tahun baru.",IB
"bertemu dengan orang tua, libur uas.",IB
ada urusan keluarga yang sangat penting.,IB
melakukan pembelajaran jarak jauh (pjj),IB
bertemu dengan orangtua,IB
ada urusan keluarga yang penting,IB
bertemu orang tua,IB
bertemu dengan orangtua,IB
merayakan hari paskah bersama keluarga,IB
libur lebaran,IB
ingin berobat diurut karena baru sakit,IB
"mengambil kartu atm bca, dan periksa mata",IB
bertemu dengan orang tua,IB
bertemu dengan keluarga,IB
exit clearance,IB
bertemu dengan orangtua,IB
"ingin berkumpul dengan keluarga,  dalam menyambut hari natal dan tahun baru.",IB
"bertemu dengan orang tua, libur uas.",IB
ada urusan keluarga yang sangat penting.,IB
melakukan pembelajaran jarak jauh (pjj),IB
bertemu dengan orangtua,IB
ada urusan keluarga yang penting,IB
bertemu orang tua,IB
bertemu dengan orangtua,IB
merayakan hari paskah bersama keluarga,IB
libur lebaran,IB
ingin berobat diurut karena baru sakit,IB
"mengambil kartu atm bca, dan periksa mata",IB
bertemu dengan orang tua,IB
bertemu dengan keluarga,IB
exit clearance,IB
acara menikah abang,IB
bertemu orangtua,IB
libur natal dan tahun baru,IB
libur semester,IB
bertemu orang tua,IB
bertemu orangtua,IB
mengerjakan pa dan bertemu orang tua,IB
mengerjakan pa1 dan mengunjungi orangtua,IB
melindungi diri dari covid 19_x000d_,IB
bertemu orang tua,IB
mengunjungi orang tua,IB
bertemu orangtua dan keperluan tugas akhir 2,IB
bertemu dengan orang tua,IB
bertemu orangtua dan keperlua ta,IB
mengujungi orang tua dan mengerjakan ta,IB
requirement ta dan mengunjungi orangtua,IB
bertemu keluarga,IB
mengunjungi orang tua,IB
libur paskah,IB
libur lebaran,IB
bertemu keluarga,IB
mengunjugi orangtua,IB
bertemu orangtua,IB
mengujungi orangtua,IB
bertemu orangtua,IB
mengunjungi orangtua,IB
mengunjungi orangtua,IB
onboarding onsite,IB
onboarding dan work arrangements,IB
bertemu orangtua,IB
bertemu orangtua,IB
office visiting dan mengambil laptop,IB
exit clearance,IB
acara menikah abang,IB
bertemu orangtua,IB
libur natal dan tahun baru,IB
libur semester,IB
bertemu orang tua,IB
bertemu orangtua,IB
mengerjakan pa dan bertemu orang tua,IB
mengerjakan pa1 dan mengunjungi orangtua,IB
melindungi diri dari covid 19_x000d_,IB
bertemu orang tua,IB
mengunjungi orang tua,IB
bertemu orangtua dan keperluan tugas akhir 2,IB
bertemu dengan orang tua,IB
bertemu orangtua dan keperlua ta,IB
mengujungi orang tua dan mengerjakan ta,IB
requirement ta dan mengunjungi orangtua,IB
bertemu keluarga,IB
mengunjungi orang tua,IB
libur paskah,IB
libur lebaran,IB
bertemu keluarga,IB
mengunjugi orangtua,IB
bertemu orangtua,IB
mengujungi orangtua,IB
bertemu orangtua,IB
mengunjungi orangtua,IB
mengunjungi orangtua,IB
onboarding onsite,IB
onboarding dan work arrangements,IB
bertemu orangtua,IB
bertemu orangtua,IB
office visiting dan mengambil laptop,IB
exit clearance,IB
acara menikah abang,IB
bertemu orangtua,IB
libur natal dan tahun baru,IB
libur semester,IB
bertemu orang tua,IB
bertemu orangtua,IB
mengerjakan pa dan bertemu orang tua,IB
mengerjakan pa1 dan mengunjungi orangtua,IB
melindungi diri dari covid 19_x000d_,IB
bertemu orang tua,IB
mengunjungi orang tua,IB
bertemu orangtua dan keperluan tugas akhir 2,IB
bertemu dengan orang tua,IB
bertemu orangtua dan keperlua ta,IB
mengujungi orang tua dan mengerjakan ta,IB
requirement ta dan mengunjungi orangtua,IB
bertemu keluarga,IB
mengunjungi orang tua,IB
libur paskah,IB
libur lebaran,IB
bertemu keluarga,IB
mengunjugi orangtua,IB
bertemu orangtua,IB
mengujungi orangtua,IB
bertemu orangtua,IB
mengunjungi orangtua,IB
mengunjungi orangtua,IB
onboarding onsite,IB
onboarding dan work arrangements,IB
bertemu orangtua,IB
bertemu orangtua,IB
office visiting dan mengambil laptop,IB
exit clearance,IB
acara menikah abang,IB
bertemu orangtua,IB
libur natal dan tahun baru,IB
libur semester,IB
bertemu orang tua,IB
bertemu orangtua,IB
mengerjakan pa dan bertemu orang tua,IB
mengerjakan pa1 dan mengunjungi orangtua,IB
melindungi diri dari covid 19_x000d_,IB
bertemu orang tua,IB
mengunjungi orang tua,IB
bertemu orangtua dan keperluan tugas akhir 2,IB
bertemu dengan orang tua,IB
bertemu orangtua dan keperlua ta,IB
mengujungi orang tua dan mengerjakan ta,IB
requirement ta dan mengunjungi orangtua,IB
bertemu keluarga,IB
mengunjungi orang tua,IB
libur paskah,IB
libur lebaran,IB
bertemu keluarga,IB
mengunjugi orangtua,IB
bertemu orangtua,IB
mengujungi orangtua,IB
bertemu orangtua,IB
mengunjungi orangtua,IB
mengunjungi orangtua,IB
onboarding onsite,IB
onboarding dan work arrangements,IB
bertemu orangtua,IB
bertemu orangtua,IB
office visiting dan mengambil laptop,IB
exit clearance,IB
acara menikah abang,IB
bertemu orangtua,IB
libur natal dan tahun baru,IB
libur semester,IB
bertemu orang tua,IB
bertemu orangtua,IB
mengerjakan pa dan bertemu orang tua,IB
mengerjakan pa1 dan mengunjungi orangtua,IB
melindungi diri dari covid 19_x000d_,IB
bertemu orang tua,IB
mengunjungi orang tua,IB
bertemu orangtua dan keperluan tugas akhir 2,IB
bertemu dengan orang tua,IB
bertemu orangtua dan keperlua ta,IB
mengujungi orang tua dan mengerjakan ta,IB
requirement ta dan mengunjungi orangtua,IB
bertemu keluarga,IB
mengunjungi orang tua,IB
libur paskah,IB
libur lebaran,IB
bertemu keluarga,IB
mengunjugi orangtua,IB
bertemu orangtua,IB
mengujungi orangtua,IB
bertemu orangtua,IB
mengunjungi orangtua,IB
mengunjungi orangtua,IB
onboarding onsite,IB
onboarding dan work arrangements,IB
bertemu orangtua,IB
bertemu orangtua,IB
office visiting dan mengambil laptop,IB
exit clearance,IB
acara menikah abang,IB
bertemu orangtua,IB
libur natal dan tahun baru,IB
libur semester,IB
bertemu orang tua,IB
bertemu orangtua,IB
mengerjakan pa dan bertemu orang tua,IB
mengerjakan pa1 dan mengunjungi orangtua,IB
melindungi diri dari covid 19_x000d_,IB
bertemu orang tua,IB
mengunjungi orang tua,IB
bertemu orangtua dan keperluan tugas akhir 2,IB
bertemu dengan orang tua,IB
bertemu orangtua dan keperlua ta,IB
mengujungi orang tua dan mengerjakan ta,IB
requirement ta dan mengunjungi orangtua,IB
bertemu keluarga,IB
mengunjungi orang tua,IB
libur paskah,IB
libur lebaran,IB
bertemu keluarga,IB
mengunjugi orangtua,IB
bertemu orangtua,IB
mengujungi orangtua,IB
bertemu orangtua,IB
mengunjungi orangtua,IB
mengunjungi orangtua,IB
onboarding onsite,IB
onboarding dan work arrangements,IB
bertemu orangtua,IB
bertemu orangtua,IB
office visiting dan mengambil laptop,IB
exit clearance,IB
acara menikah abang,IB
bertemu orangtua,IB
libur natal dan tahun baru,IB
libur semester,IB
bertemu orang tua,IB
bertemu orangtua,IB
mengerjakan pa dan bertemu orang tua,IB
mengerjakan pa1 dan mengunjungi orangtua,IB
melindungi diri dari covid 19_x000d_,IB
bertemu orang tua,IB
mengunjungi orang tua,IB
bertemu orangtua dan keperluan tugas akhir 2,IB
bertemu dengan orang tua,IB
bertemu orangtua dan keperlua ta,IB
mengujungi orang tua dan mengerjakan ta,IB
requirement ta dan mengunjungi orangtua,IB
bertemu keluarga,IB
mengunjungi orang tua,IB
libur paskah,IB
libur lebaran,IB
bertemu keluarga,IB
mengunjugi orangtua,IB
bertemu orangtua,IB
mengujungi orangtua,IB
bertemu orangtua,IB
mengunjungi orangtua,IB
mengunjungi orangtua,IB
onboarding onsite,IB
onboarding dan work arrangements,IB
bertemu orangtua,IB
bertemu orangtua,IB
office visiting dan mengambil laptop,IB
exit clearance,IB
acara menikah abang,IB
bertemu orangtua,IB
libur natal dan tahun baru,IB
libur semester,IB
bertemu orang tua,IB
bertemu orangtua,IB
mengerjakan pa dan bertemu orang tua,IB
mengerjakan pa1 dan mengunjungi orangtua,IB
melindungi diri dari covid 19_x000d_,IB
bertemu orang tua,IB
mengunjungi orang tua,IB
bertemu orangtua dan keperluan tugas akhir 2,IB
bertemu dengan orang tua,IB
bertemu orangtua dan keperlua ta,IB
mengujungi orang tua dan mengerjakan ta,IB
requirement ta dan mengunjungi orangtua,IB
bertemu keluarga,IB
mengunjungi orang tua,IB
libur paskah,IB
libur lebaran,IB
bertemu keluarga,IB
mengunjugi orangtua,IB
bertemu orangtua,IB
mengujungi orangtua,IB
bertemu orangtua,IB
mengunjungi orangtua,IB
mengunjungi orangtua,IB
onboarding onsite,IB
onboarding dan work arrangements,IB
bertemu orangtua,IB
bertemu orangtua,IB
office visiting dan mengambil laptop,IB
exit clearance,IB
acara menikah abang,IB
bertemu orangtua,IB
libur natal dan tahun baru,IB
libur semester,IB
bertemu orang tua,IB
bertemu orangtua,IB
mengerjakan pa dan bertemu orang tua,IB
mengerjakan pa1 dan mengunjungi orangtua,IB
melindungi diri dari covid 19_x000d_,IB
bertemu orang tua,IB
mengunjungi orang tua,IB
bertemu orangtua dan keperluan tugas akhir 2,IB
bertemu dengan orang tua,IB
bertemu orangtua dan keperlua ta,IB
mengujungi orang tua dan mengerjakan ta,IB
requirement ta dan mengunjungi orangtua,IB
bertemu keluarga,IB
mengunjungi orang tua,IB
libur paskah,IB
libur lebaran,IB
bertemu keluarga,IB
mengunjugi orangtua,IB
bertemu orangtua,IB
mengujungi orangtua,IB
bertemu orangtua,IB
mengunjungi orangtua,IB
mengunjungi orangtua,IB
onboarding onsite,IB
onboarding dan work arrangements,IB
bertemu orangtua,IB
bertemu orangtua,IB
office visiting dan mengambil laptop,IB
exit clearance,IB
acara menikah abang,IB
bertemu orangtua,IB
libur natal dan tahun baru,IB
libur semester,IB
bertemu orang tua,IB
bertemu orangtua,IB
mengerjakan pa dan bertemu orang tua,IB
mengerjakan pa1 dan mengunjungi orangtua,IB
melindungi diri dari covid 19_x000d_,IB
bertemu orang tua,IB
mengunjungi orang tua,IB
bertemu orangtua dan keperluan tugas akhir 2,IB
bertemu dengan orang tua,IB
bertemu orangtua dan keperlua ta,IB
mengujungi orang tua dan mengerjakan ta,IB
requirement ta dan mengunjungi orangtua,IB
bertemu keluarga,IB
mengunjungi orang tua,IB
libur paskah,IB
libur lebaran,IB
bertemu keluarga,IB
mengunjugi orangtua,IB
bertemu orangtua,IB
mengujungi orangtua,IB
bertemu orangtua,IB
mengunjungi orangtua,IB
mengunjungi orangtua,IB
onboarding onsite,IB
onboarding dan work arrangements,IB
bertemu orangtua,IB
bertemu orangtua,IB
office visiting dan mengambil laptop,IB
exit clearance,IB
acara menikah abang,IB
bertemu orangtua,IB
libur natal dan tahun baru,IB
libur semester,IB
bertemu orang tua,IB
bertemu orangtua,IB
mengerjakan pa dan bertemu orang tua,IB
mengerjakan pa1 dan mengunjungi orangtua,IB
melindungi diri dari covid 19_x000d_,IB
bertemu orang tua,IB
mengunjungi orang tua,IB
bertemu orangtua dan keperluan tugas akhir 2,IB
bertemu dengan orang tua,IB
bertemu orangtua dan keperlua ta,IB
mengujungi orang tua dan mengerjakan ta,IB
requirement ta dan mengunjungi orangtua,IB
bertemu keluarga,IB
mengunjungi orang tua,IB
libur paskah,IB
libur lebaran,IB
bertemu keluarga,IB
mengunjugi orangtua,IB
bertemu orangtua,IB
mengujungi orangtua,IB
bertemu orangtua,IB
mengunjungi orangtua,IB
mengunjungi orangtua,IB
onboarding onsite,IB
onboarding dan work arrangements,IB
bertemu orangtua,IB
bertemu orangtua,IB
office visiting dan mengambil laptop,IB
exit clearance,IB
bertemu dengan orang tua,IB
libur natal dan tahun baru,IB
libur semester,IB
bertemu dengan orang tua,IB
mengerjakan pa 1,IB
melindungi diri dari covid-19,IB
requirement ta dan bertemu dengan orangtua,IB
bertemu dengan orang tua dan pengumpulan data untuk ta,IB
bertemu dengan orang tua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
libur natal dan tahun baru,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan keluarga,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua dan berobat,IB
bertemu dengan keluarga,IB
bertemu dengan keluarga,IB
bertemu orangtua,IB
libur paskah,IB
bertemu dengan orangtua,IB
bertemu keluarga,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu keluarga dan memperbaiki laptop,IB
bertemu orangtua,IB
berobat dan bertemu keluarga,IB
bertemu orangtua,IB
bertemu orangtua,IB
bertemu saudara,IB
bertemu keluarga,IB
exit clearance,IB
bertemu dengan orang tua,IB
libur natal dan tahun baru,IB
libur semester,IB
bertemu dengan orang tua,IB
mengerjakan pa 1,IB
melindungi diri dari covid-19,IB
requirement ta dan bertemu dengan orangtua,IB
bertemu dengan orang tua dan pengumpulan data untuk ta,IB
bertemu dengan orang tua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
libur natal dan tahun baru,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan keluarga,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua dan berobat,IB
bertemu dengan keluarga,IB
bertemu dengan keluarga,IB
bertemu orangtua,IB
libur paskah,IB
bertemu dengan orangtua,IB
bertemu keluarga,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu keluarga dan memperbaiki laptop,IB
bertemu orangtua,IB
berobat dan bertemu keluarga,IB
bertemu orangtua,IB
bertemu orangtua,IB
bertemu saudara,IB
bertemu keluarga,IB
exit clearance,IB
bertemu dengan orang tua,IB
libur natal dan tahun baru,IB
libur semester,IB
bertemu dengan orang tua,IB
mengerjakan pa 1,IB
melindungi diri dari covid-19,IB
requirement ta dan bertemu dengan orangtua,IB
bertemu dengan orang tua dan pengumpulan data untuk ta,IB
bertemu dengan orang tua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
libur natal dan tahun baru,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan keluarga,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua dan berobat,IB
bertemu dengan keluarga,IB
bertemu dengan keluarga,IB
bertemu orangtua,IB
libur paskah,IB
bertemu dengan orangtua,IB
bertemu keluarga,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu keluarga dan memperbaiki laptop,IB
bertemu orangtua,IB
berobat dan bertemu keluarga,IB
bertemu orangtua,IB
bertemu orangtua,IB
bertemu saudara,IB
bertemu keluarga,IB
exit clearance,IB
bertemu dengan orang tua,IB
libur natal dan tahun baru,IB
libur semester,IB
bertemu dengan orang tua,IB
mengerjakan pa 1,IB
melindungi diri dari covid-19,IB
requirement ta dan bertemu dengan orangtua,IB
bertemu dengan orang tua dan pengumpulan data untuk ta,IB
bertemu dengan orang tua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
libur natal dan tahun baru,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan keluarga,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua dan berobat,IB
bertemu dengan keluarga,IB
bertemu dengan keluarga,IB
bertemu orangtua,IB
libur paskah,IB
bertemu dengan orangtua,IB
bertemu keluarga,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu keluarga dan memperbaiki laptop,IB
bertemu orangtua,IB
berobat dan bertemu keluarga,IB
bertemu orangtua,IB
bertemu orangtua,IB
bertemu saudara,IB
bertemu keluarga,IB
exit clearance,IB
bertemu dengan orang tua,IB
libur natal dan tahun baru,IB
libur semester,IB
bertemu dengan orang tua,IB
mengerjakan pa 1,IB
melindungi diri dari covid-19,IB
requirement ta dan bertemu dengan orangtua,IB
bertemu dengan orang tua dan pengumpulan data untuk ta,IB
bertemu dengan orang tua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
libur natal dan tahun baru,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan keluarga,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua dan berobat,IB
bertemu dengan keluarga,IB
bertemu dengan keluarga,IB
bertemu orangtua,IB
libur paskah,IB
bertemu dengan orangtua,IB
bertemu keluarga,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu keluarga dan memperbaiki laptop,IB
bertemu orangtua,IB
berobat dan bertemu keluarga,IB
bertemu orangtua,IB
bertemu orangtua,IB
bertemu saudara,IB
bertemu keluarga,IB
exit clearance,IB
bertemu dengan orang tua,IB
libur natal dan tahun baru,IB
libur semester,IB
bertemu dengan orang tua,IB
mengerjakan pa 1,IB
melindungi diri dari covid-19,IB
requirement ta dan bertemu dengan orangtua,IB
bertemu dengan orang tua dan pengumpulan data untuk ta,IB
bertemu dengan orang tua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
libur natal dan tahun baru,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan keluarga,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua dan berobat,IB
bertemu dengan keluarga,IB
bertemu dengan keluarga,IB
bertemu orangtua,IB
libur paskah,IB
bertemu dengan orangtua,IB
bertemu keluarga,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu dengan orangtua,IB
bertemu keluarga dan memperbaiki laptop,IB
bertemu orangtua,IB
berobat dan bertemu keluarga,IB
